Transect,collect_period,Measurement,Depth_Measurement,Braking,Inner width ,Outer width ,Trail characteristics  ,Corner (if applicable),Type of Turn,Going into Turn ,Notes,,,
19,,260,71,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,270,73,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,280,76,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,290,80,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,300,83,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,310,85,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,320,87,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,330,90,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,340,92,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,350,95,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,360,100,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,370,99,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
19,,380,101,2,142-186,113-216,10RO/30L/10R/50S,,,,,,,
20,31-Oct-24,10,3,2,91-137,72-150,10R/25L/20RO/45S,Corner,1,4,,,,
20,,20,5,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,30,8,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,40,12,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,50,16,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,60,17,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,70,20,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,80,27,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,90,31,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,100,37,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,110,40,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,120,41,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,130,42,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,140,43,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,150,43,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,160,42,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,170,44,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,180,44,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,190,44,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,200,45,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,210,46,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,220,47,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,230,46,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,240,46,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,250,50,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,260,49,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,270,50,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,280,52,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,290,52,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,300,53,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,310,54,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,320,54,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,330,54,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,340,52,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,350,53,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
20,,360,54,2,91-137,72-150,10R/25L/20RO/45S,,1,4,,,,
21,31-Oct-24,10,4,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,20,9,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,30,13,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,40,15,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,50,22,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,60,40,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,70,46,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,80,53,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,90,62,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,100,65,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,110,70,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,120,71,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,130,72,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,140,72,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,150,72,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,160,72,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,170,73,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,180,74,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,190,75,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,200,75,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,210,78,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,220,80,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,230,82,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,240,83,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,250,85,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,260,86,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,270,89,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,280,91,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,290,98,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,300,102,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,310,104,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,320,109,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,330,113,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
21,,340,116,1,122-156,104-176,30L/10RO/20R/40S,,,,,,,
22,,10,6,3,202-238,155-264,25R/25L/50S,Corner,1,,,,,
22,,20,9,3,202-239,155-265,25R/25L/50S,Corner,1,,,,,
22,,30,13,3,202-240,155-266,25R/25L/50S,Corner,1,,,,,
22,,40,22,3,202-241,155-267,25R/25L/50S,Corner,1,,,,,
22,,50,30,3,202-242,155-268,25R/25L/50S,Corner,1,,,,,
22,,60,37,3,202-243,155-269,25R/25L/50S,Corner,1,,,,,
22,,70,45,3,202-244,155-270,25R/25L/50S,Corner,1,,,,,
22,,80,47,3,202-245,155-271,25R/25L/50S,Corner,1,,,,,
22,,90,53,3,202-246,155-272,25R/25L/50S,Corner,1,,,,,
22,,100,56,3,202-247,155-273,25R/25L/50S,Corner,1,,,,,
22,,110,67,3,202-248,155-274,25R/25L/50S,Corner,1,,,,,
22,,120,69,3,202-249,155-275,25R/25L/50S,Corner,1,,,,,
22,,130,75,3,202-250,155-276,25R/25L/50S,Corner,1,,,,,
22,,140,77,3,202-251,155-277,25R/25L/50S,Corner,1,,,,,
22,,150,81,3,202-252,155-278,25R/25L/50S,Corner,1,,,,,
22,,160,81,3,202-253,155-279,25R/25L/50S,Corner,1,,,,,
22,,170,82,3,202-254,155-280,25R/25L/50S,Corner,1,,,,,
22,,180,83,3,202-255,155-281,25R/25L/50S,Corner,1,,,,,
22,,190,85,3,202-256,155-282,25R/25L/50S,Corner,1,,,,,
22,,200,85,3,202-257,155-283,25R/25L/50S,Corner,1,,,,,
22,,210,84,3,202-258,155-284,25R/25L/50S,Corner,1,,,,,
22,,220,85,3,202-259,155-285,25R/25L/50S,Corner,1,,,,,
22,,230,84,3,202-260,155-286,25R/25L/50S,Corner,1,,,,,
22,,240,83,3,202-261,155-287,25R/25L/50S,Corner,1,,,,,
22,,250,84,3,202-262,155-288,25R/25L/50S,Corner,1,,,,,
22,,260,86,3,202-263,155-289,25R/25L/50S,Corner,1,,,,,
22,,270,88,3,202-264,155-290,25R/25L/50S,Corner,1,,,,,
22,,280,89,3,202-265,155-291,25R/25L/50S,Corner,1,,,,,
22,,290,91,3,202-266,155-292,25R/25L/50S,Corner,1,,,,,
22,,300,93,3,202-267,155-293,25R/25L/50S,Corner,1,,,,,
22,,310,97,3,202-268,155-294,25R/25L/50S,Corner,1,,,,,
22,,320,99,3,202-269,155-295,25R/25L/50S,Corner,1,,,,,
22,,330,100,3,202-270,155-296,25R/25L/50S,Corner,1,,,,,
22,,340,103,3,202-271,155-297,25R/25L/50S,Corner,1,,,,,
22,,350,104,3,202-272,155-298,25R/25L/50S,Corner,1,,,,,
22,,360,107,3,202-273,155-299,25R/25L/50S,Corner,1,,,,,
22,,370,110,3,202-274,155-300,25R/25L/50S,Corner,1,,,,,
22,,380,110,3,202-275,155-301,25R/25L/50S,Corner,1,,,,,
22,,390,119,3,202-276,155-302,25R/25L/50S,Corner,1,,,,,
22,,400,121,3,202-277,155-303,25R/25L/50S,Corner,1,,,,,
22,,410,128,3,202-278,155-304,25R/25L/50S,Corner,1,,,,,
22,,420,126,3,202-279,155-305,25R/25L/50S,Corner,1,,,,,
22,,430,131,3,202-280,155-306,25R/25L/50S,Corner,1,,,,,
22,,440,133,3,202-281,155-307,25R/25L/50S,Corner,1,,,,,
22,,450,134,3,202-282,155-308,25R/25L/50S,Corner,1,,,,,
22,,460,137,3,202-283,155-309,25R/25L/50S,Corner,1,,,,,
22,,470,141,3,202-284,155-310,25R/25L/50S,Corner,1,,,,,
22,,480,150,3,202-285,155-311,25R/25L/50S,Corner,1,,,,,
22,,490,153,3,202-286,155-312,25R/25L/50S,Corner,1,,,,,
22,,500,157,3,202-287,155-313,25R/25L/50S,Corner,1,,,,,
23,14-Oct-24,10,7,2,180-224,156-243,L40/R15/45S,,,,,,,
23,,20,10,,,,L40/R15/45S,,,,,,,
23,,30,13,,,,L40/R15/45S,,,,,,,
23,,40,24,,,,L40/R15/45S,,,,,,,
23,,50,32,,,,L40/R15/45S,,,,,,,
23,,60,40,,,,L40/R15/45S,,,,,,,
23,,70,48,,,,L40/R15/45S,,,,,,,
23,,80,55,,,,L40/R15/45S,,,,,,,
23,,90,60,,,,L40/R15/45S,,,,,,,
23,,100,62,,,,L40/R15/45S,,,,,,,
23,,110,64,,,,L40/R15/45S,,,,,,,
23,,120,66,,,,L40/R15/45S,,,,,,,
23,,130,73,,,,L40/R15/45S,,,,,,,
23,,140,75,,,,L40/R15/45S,,,,,,,
23,,150,78,,,,L40/R15/45S,,,,,,,
23,,160,80,,,,L40/R15/45S,,,,,,,
23,,170,82,,,,L40/R15/45S,,,,,,,
23,,180,84,,,,L40/R15/45S,,,,,,,
23,,190,85,,,,L40/R15/45S,,,,,,,
23,,200,87,,,,L40/R15/45S,,,,,,,
23,,210,87,,,,L40/R15/45S,,,,,,,
23,,220,86,,,,L40/R15/45S,,,,,,,
23,,230,86,,,,L40/R15/45S,,,,,,,
23,,240,86,,,,L40/R15/45S,,,,,,,
23,,250,87,,,,L40/R15/45S,,,,,,,
23,,260,91,,,,L40/R15/45S,,,,,,,
23,,270,92,,,,L40/R15/45S,,,,,,,
23,,280,93,,,,L40/R15/45S,,,,,,,
23,,290,94,,,,L40/R15/45S,,,,,,,
23,,300,96,,,,L40/R15/45S,,,,,,,
23,,310,97,,,,L40/R15/45S,,,,,,,
23,,320,97,,,,L40/R15/45S,,,,,,,
23,,330,99,,,,L40/R15/45S,,,,,,,
23,,340,104,,,,L40/R15/45S,,,,,,,
23,,350,102,,,,L40/R15/45S,,,,,,,
23,,360,104,,,,L40/R15/45S,,,,,,,
23,,370,106,,,,L40/R15/45S,,,,,,,
24,14-Oct-24,10,6,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,20,13,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,30,24,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,40,30,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,50,37,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,60,44,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,70,52,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,80,58,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,90,64,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,100,66,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,110,74,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,120,79,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,130,81,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,140,83,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,150,86,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,160,92,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,170,94,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,180,96,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,190,97,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,200,98,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,210,97,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,220,97,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,230,99,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,240,101,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,250,103,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,260,104,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,270,107,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,280,110,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,290,111,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,300,114,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,310,116,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,320,120,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,330,124,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,340,124,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,350,124,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,360,123,1,178-216,255-241,10R/35L/55S,,,,,,,
24,,370,124,1,178-216,255-241,10R/35L/55S,,,,,,,
25,14-Oct-24,10,7,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,20,11,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,30,22,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,40,30,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,50,34,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,60,42,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,70,45,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,80,63,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,90,69,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,100,72,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,110,76,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,120,82,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,130,82,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,140,87,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,150,88,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,160,91,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,170,92,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,180,94,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,190,98,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,200,98,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,210,100,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,220,100,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,230,101,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,240,101,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,250,99,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,260,98,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,270,99,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,280,100,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,290,104,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,300,107,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,310,111,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,320,114,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,330,118,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,340,120,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,350,124,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,360,128,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,370,128,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,380,130,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,390,132,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,400,133,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,410,144,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,420,148,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,430,150,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,440,161,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,450,160,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,460,161,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,470,164,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
25,,480,168,2,201-235,171-262,40R/15RO/25L/20S,,,,,,,
26,14-Oct-24,10,7,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,20,9,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,30,15,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,40,24,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,50,28,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,60,33,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,70,37,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,80,43,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,90,51,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,100,54,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,110,65,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,120,69,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,130,77,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,140,78,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,150,83,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,160,84,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,170,84,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,180,84,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,190,85,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,200,82,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,210,82,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,220,81,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,230,81,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,240,79,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,250,78,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,260,78,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,270,78,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,280,78,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,290,78,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,300,79,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,310,79,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,320,79,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,330,82,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
26,,340,82,4,160-203,128-239,30R/10RO/20L/40S,,,,,,,
27,2-Mar-25,10,8,2,179-225,150-241,25rock/20L/10root/44S,,,,,,,
27,,20,11,2,179-225,150-241,,,,,,,,
27,,30,21,2,179-225,150-241,,,,,,,,
27,,40,30,2,179-225,150-241,,,,,,,,
27,,50,42,2,179-225,150-241,,,,,,,,
27,,60,55,2,179-225,150-241,,,,,,,,
27,,70,62,2,179-225,150-241,,,,,,,,
27,,80,74,2,179-225,150-241,,,,,,,,
27,,90,76,2,179-225,150-241,,,,,,,,
27,,100,81,2,179-225,150-241,,,,,,,,
27,,110,83,2,179-225,150-241,,,,,,,,
27,,120,82,2,179-225,150-241,,,,,,,,
27,,130,85,2,179-225,150-241,,,,,,,,
27,,140,87,2,179-225,150-241,,,,,,,,
27,,150,91,2,179-225,150-241,,,,,,,,
27,,160,95,2,179-225,150-241,,,,,,,,
27,,170,98,2,179-225,150-241,,,,,,,,
27,,180,101,2,179-225,150-241,,,,,,,,
27,,190,102,2,179-225,150-241,,,,,,,,
27,,200,102,2,179-225,150-241,,,,,,,,
27,,210,102,2,179-225,150-241,,,,,,,,
27,,220,104,2,179-225,150-241,,,,,,,,
27,,230,105,2,179-225,150-241,,,,,,,,
27,,240,107,2,179-225,150-241,,,,,,,,
27,,250,107,2,179-225,150-241,,,,,,,,
27,,260,110,2,179-225,150-241,,,,,,,,
27,,270,114,2,179-225,150-241,,,,,,,,
27,,280,115,2,179-225,150-241,,,,,,,,
27,,290,119,2,179-225,150-241,,,,,,,,
27,,300,121,2,179-225,150-241,,,,,,,,
27,,310,123,2,179-225,150-241,,,,,,,,
27,,320,125,2,179-225,150-241,,,,,,,,
27,,330,129,2,179-225,150-241,,,,,,,,
27,,340,131,2,179-225,150-241,,,,,,,,
27,,350,137,2,179-225,150-241,,,,,,,,
27,,360,138,2,179-225,150-241,,,,,,,,
27,,370,147,2,179-225,150-241,,,,,,,,
27,,380,149,2,179-225,150-241,,,,,,,,
27,,390,157,2,179-225,150-241,,,,,,,,
27,,400,159,2,179-225,150-241,,,,,,,,
28,4/27/25,,,,,,,,,,Missing confirmed 4.6.25,,,
29,,10,4,4,257-260,265-302,25R/20RO/15L/40S,Corner,1,2,,,,
29,,10,9,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,12,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,20,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,30,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,38,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,45,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,48,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,57,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,73,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,80,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,86,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,92,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,96,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,102,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,109,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,112,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,116,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,118,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,119,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,122,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,122,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,120,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,118,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,116,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,113,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,113,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,113,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,112,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,114,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,116,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,115,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,116,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,117,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,118,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,117,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,117,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,120,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,122,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,127,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,10,127,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,420,131,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,430,133,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,440,135,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,450,139,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,460,139,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
29,,470,136,4,257-260,265-302,25R/20RO/15L/40S,,1,2,,,,
30,,10,4,3,110-187,84-210,RO5/R20/L10/65S,,,,,,,
30,,20,4,,,,,,,,,,,
30,,30,7,,,,,,,,,,,
30,,40,12,,,,,,,,,,,
30,,50,21,,,,,,,,,,,
30,,60,28,,,,,,,,,,,
30,,70,35,,,,,,,,,,,
30,,80,39,,,,,,,,,,,
30,,90,42,,,,,,,,,,,
30,,100,44,,,,,,,,,,,
30,,110,46,,,,,,,,,,,
30,,120,48,,,,,,,,,,,
30,,130,50,,,,,,,,,,,
30,,140,51,,,,,,,,,,,
30,,150,52,,,,,,,,,,,
30,,160,53,,,,,,,,,,,
30,,170,53,,,,,,,,,,,
30,,180,53,,,,,,,,,,,
30,,190,53,,,,,,,,,,,
30,,200,51,,,,,,,,,,,
30,,210,51,,,,,,,,,,,
30,,220,48,,,,,,,,,,,
30,,230,49,,,,,,,,,,,
30,,240,46,,,,,,,,,,,
30,,250,47,,,,,,,,,,,
30,,260,48,,,,,,,,,,,
30,,270,50,,,,,,,,,,,
30,,280,53,,,,,,,,,,,
30,,290,53,,,,,,,,,,,
30,,300,54,,,,,,,,,,,
30,,310,54,,,,,,,,,,,
30,,320,58,,,,,,,,,,,
30,,330,62,,,,,,,,,,,
30,,340,64,,,,,,,,,,,
30,,350,66,,,,,,,,,,,
30,,360,61,,,,,,,,,,,
30,,370,74,,,,,,,,,,,
30,,380,70,,,,,,,,,,,
31,4.6.25,,,,,,,,,,Missing confirmed 4.6.25,,,
